Carrera,Grupo,Clave,Materia,CRN,Profesor,Dia,Hora inicio,Hora Fin,Aula,Modalidad
Lic. Educacion,5B,IJ137,RELACIONES Y FUNCIONES,205831,SANCHEZ VIEYRA MARIA TERESA,VIERNES,18,20,EL17,HIBRIDA
Lic. Educacion,5B,IJ159,CURRICULUM,205535,ENRIQUEZ LIZAOLA GLORIA ESTELA,VIERNES,20,22,EL108,HIBRIDA
Lic. Educacion,5B,IJ155,EDUCACION ARTISTICA,199041,PARTIDA VALDIVIA JOSE MARCOS,SABADO,16,17,EL71,TOTAL EN LINEA
Lic. Educacion,5B,IJ132,SEMINARIO DE INVESTIGACION I,205564,GUERRERO MUÑOZ JOSE FRANCISCO,SABADO,18,20,EL99,HIBRIDA
Lic. Educacion,5B,IJ152,DIDACTICA DE LAS MATEMATICAS I,205536,HERNANDEZ GARCIA JOSE ALBERTO,SABADO,20,21,EL97,HIBRIDA
Lic. Educacion,6A,IJ156,EVALUACION,193149,FLORES ASCENCIO JONATHAN ISAAC,LUNES,19,21,EL83,HIBRIDA
Lic. Educacion,6A,IJ133,SEMINARIO DE INVESTIGACION II,193204,NAVARRO OCHOA ANGELICA,MARTES,8,10,B13,HIBRIDA
Lic. Educacion,6A,IJ129,ETICA Y CIVISMO,193148,PATRON CHAVEZ AIDEE,MARTES,10,12,A12,HIBRIDA
Lic. Educacion,6A,IJ156,EVALUACION,193149,FLORES ASCENCIO JONATHAN ISAAC,MARTES,12,14,B6,HIBRIDA
Lic. Educacion,6A,IJ160,PLANEACION DIDACTICA,193199,CASTRO GARCIA ANA ROSA,MARTES,14,16,B9,HIBRIDA
Lic. Educacion,6A,IJ160,PLANEACION DIDACTICA,193199,CASTRO GARCIA ANA ROSA,MIERCOLES,19,21,EL89,HIBRIDA
Lic. Educacion,6A,IJ141,LENGUAJES ARTISTICOS,193162,PARTIDA VALDIVIA JOSE MARCOS,JUEVES,19,21,EL96,TOTAL EN LINEA
Lic. Educacion,6A,IJ153,DIDACTICA DE LAS MATEMATICAS II,193131,HERNANDEZ GARCIA JOSE ALBERTO,JUEVES,22,24,EL10,HIBRIDA
Lic. Educacion,6A,IJ153,DIDACTICA DE LAS MATEMATICAS II,193131,HERNANDEZ GARCIA JOSE ALBERTO,VIERNES,8,10,A11,HIBRIDA
Lic. Educacion,6A,IJ154,PROMOCION DE LA CULTURA ESCRITA E INCLUSION,193200,GOMEZ GODOY IMELDA EDITH,VIERNES,10,12,B16,HIBRIDA
Lic. Educacion,6A,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,12,14,AULA-RECREACION-13,
Lic. Educacion,6A,IJ145,EDUCACION PARA EL CUIDADO DE LA SALUD,193435,MACIAS LLAMAS ESTHER,VIERNES,14,16,B7,HIBRIDA
Lic. Educacion,6A,IJ154,PROMOCION DE LA CULTURA ESCRITA E INCLUSION,193200,GOMEZ GODOY IMELDA EDITH,VIERNES,19,21,EL100,HIBRIDA
Lic. Educacion,6A,IJ145,EDUCACION PARA EL CUIDADO DE LA SALUD,193435,MACIAS LLAMAS ESTHER,SABADO,8,9,ELS1,HIBRIDA
Lic. Educacion,6A,IJ141,LENGUAJES ARTISTICOS,193162,PARTIDA VALDIVIA JOSE MARCOS,SABADO,14,16,EL22,TOTAL EN LINEA
Lic. Educacion,6A,IJ133,SEMINARIO DE INVESTIGACION II,193204,NAVARRO OCHOA ANGELICA,SABADO,16,18,EL80,HIBRIDA
Lic. Educacion,6A,IJ129,ETICA Y CIVISMO,193148,PATRON CHAVEZ AIDEE,SABADO,19,21,EL37,HIBRIDA
Lic. Educacion,6B,IJ153,DIDACTICA DE LAS MATEMATICAS II,209303,HERNANDEZ GARCIA JOSE ALBERTO,LUNES,8,10,C6,HIBRIDA
Lic. Educacion,6B,IJ129,ETICA Y CIVISMO,209307,PATRON CHAVEZ AIDEE,LUNES,10,12,C9,HIBRIDA
Lic. Educacion,6B,IJ156,EVALUACION,209308,PASILLAS BANDA DAVID GUILLERMO,LUNES,12,14,C13,HIBRIDA
Lic. Educacion,6B,IJ160,PLANEACION DIDACTICA,209332,CASTRO GARCIA ANA ROSA,MARTES,18,20,EL107,HIBRIDA
Lic. Educacion,6B,IJ145,EDUCACION PARA EL CUIDADO DE LA SALUD,209490,MACIAS LLAMAS ESTHER,MIERCOLES,17,18,ELS2,HIBRIDA
Lic. Educacion,6B,IJ154,PROMOCION DE LA CULTURA ESCRITA E INCLUSION,209337,GOMEZ GODOY IMELDA EDITH,MIERCOLES,19,21,EL83,HIBRIDA
Lic. Educacion,6B,IJ133,SEMINARIO DE INVESTIGACION II,209338,GONZALEZ DUEÑAS MIRIAM,JUEVES,8,10,C6,HIBRIDA
Lic. Educacion,6B,IJ160,PLANEACION DIDACTICA,209332,CASTRO GARCIA ANA ROSA,JUEVES,10,12,C11,HIBRIDA
Lic. Educacion,6B,IJ154,PROMOCION DE LA CULTURA ESCRITA E INCLUSION,209337,GOMEZ GODOY IMELDA EDITH,JUEVES,12,14,B1,HIBRIDA
Lic. Educacion,6B,REC01,RECREACION Y APROVECHAMIENTO,,,JUEVES,14,16,AULA-RECREACION-20,
Lic. Educacion,6B,IJ145,EDUCACION PARA EL CUIDADO DE LA SALUD,209490,MACIAS LLAMAS ESTHER,JUEVES,16,18,B8,HIBRIDA
Lic. Educacion,6B,IJ129,ETICA Y CIVISMO,209307,PATRON CHAVEZ AIDEE,JUEVES,18,20,EL107,HIBRIDA
Lic. Educacion,6B,IJ141,LENGUAJES ARTISTICOS,209312,PARTIDA VALDIVIA JOSE MARCOS,VIERNES,16,18,EL14,TOTAL EN LINEA
Lic. Educacion,6B,IJ133,SEMINARIO DE INVESTIGACION II,209338,GONZALEZ DUEÑAS MIRIAM,VIERNES,18,20,EL78,HIBRIDA
Lic. Educacion,6B,IJ153,DIDACTICA DE LAS MATEMATICAS II,209303,HERNANDEZ GARCIA JOSE ALBERTO,VIERNES,20,21,EL54,HIBRIDA
Lic. Educacion,6B,IJ156,EVALUACION,209308,PASILLAS BANDA DAVID GUILLERMO,SABADO,16,18,EL70,HIBRIDA
Lic. Educacion,6B,IJ141,LENGUAJES ARTISTICOS,209312,PARTIDA VALDIVIA JOSE MARCOS,SABADO,19,21,EL27,TOTAL EN LINEA
Lic. Educacion,7A,IJ162,TRABAJO DOCENTE:ESPECIAL PARA EL DOCENTE COMO PROFESIONISTA,194783,GONZALEZ MARTINEZ JORGE,MARTES,8,10,D4,HIBRIDA
Lic. Educacion,7A,IG979,OPTATIVA II,194773,CASTRO GARCIA ANA ROSA,MARTES,10,12,C7,HIBRIDA
Lic. Educacion,7A,IG980,OPTATIVA III,194776,FLORES GUERRERO JESSICA JOSELIN,MARTES,12,14,B8,HIBRIDA
Lic. Educacion,7A,IG978,OPTATIVA I,194772,GONZALEZ MARTINEZ JORGE,MARTES,14,16,B3,HIBRIDA
Lic. Educacion,7A,REC01,RECREACION Y APROVECHAMIENTO,,,MARTES,16,18,AULA-RECREACION-15,
Lic. Educacion,7A,IG980,OPTATIVA III,194776,FLORES GUERRERO JESSICA JOSELIN,VIERNES,18,19,EL101,HIBRIDA
Lic. Educacion,7A,IG978,OPTATIVA I,194772,GONZALEZ MARTINEZ JORGE,SABADO,16,17,EL26,HIBRIDA
Lic. Educacion,7A,IJ162,TRABAJO DOCENTE:ESPECIAL PARA EL DOCENTE COMO PROFESIONISTA,194783,GONZALEZ MARTINEZ JORGE,SABADO,17,18,EL21,HIBRIDA
Lic. Educacion,7A,IG979,OPTATIVA II,194773,CASTRO GARCIA ANA ROSA,SABADO,21,22,EL44,HIBRIDA
Lic. Educacion,7B,IG980,OPTATIVA III,211810,FLORES GUERRERO JESSICA JOSELIN,LUNES,21,22,EL19,HIBRIDA
Lic. Educacion,7B,IG978,OPTATIVA I,211808,SANDOVAL CONTRERAS RIGOBERTO,VIERNES,8,10,D2,HIBRIDA
Lic. Educacion,7B,IG979,OPTATIVA II,211809,MARTINEZ CURIEL ENRIQUE,VIERNES,10,12,C15,HIBRIDA
Lic. Educacion,7B,IJ162,TRABAJO DOCENTE:ESPECIAL PARA EL DOCENTE COMO PROFESIONISTA,211812,GONZALEZ MARTINEZ JORGE,VIERNES,12,14,C3,HIBRIDA
Lic. Educacion,7B,IG980,OPTATIVA III,211810,FLORES GUERRERO JESSICA JOSELIN,VIERNES,14,16,A14,HIBRIDA
Lic. Educacion,7B,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,16,18,AULA-RECREACION-4,
Lic. Educacion,7B,IG978,OPTATIVA I,211808,SANDOVAL CONTRERAS RIGOBERTO,SABADO,16,17,EL43,HIBRIDA
Lic. Educacion,7B,IG979,OPTATIVA II,211809,MARTINEZ CURIEL ENRIQUE,SABADO,17,18,EL11,HIBRIDA
Lic. Educacion,7B,IJ162,TRABAJO DOCENTE:ESPECIAL PARA EL DOCENTE COMO PROFESIONISTA,211812,GONZALEZ MARTINEZ JORGE,SABADO,18,19,EL90,HIBRIDA
Lic. Educacion,8A,IJ165,OPTATIVA VI,199743,CERDA MARTINEZ DANIEL,MARTES,19,20,EL38,HIBRIDA
Lic. Educacion,8A,IG981,OPTATIVA IV,199717,PASILLAS BANDA DAVID GUILLERMO,VIERNES,8,10,A14,HIBRIDA
Lic. Educacion,8A,IJ165,OPTATIVA VI,199743,CERDA MARTINEZ DANIEL,VIERNES,10,12,A10,HIBRIDA
Lic. Educacion,8A,IG982,OPTATIVA V,199097,ANTOINE MARVA ESTHER MARINA,VIERNES,12,14,A5,HIBRIDA
Lic. Educacion,8A,IJ163,PRACTICA EDUCATIVA,199104,TORRES FRIAS JOSE DE LA CRUZ,VIERNES,14,16,B3,HIBRIDA
Lic. Educacion,8A,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,16,18,AULA-RECREACION-8,
Lic. Educacion,8A,IJ163,PRACTICA EDUCATIVA,199104,TORRES FRIAS JOSE DE LA CRUZ,SABADO,16,18,EL44,HIBRIDA
Lic. Educacion,8A,IG981,OPTATIVA IV,199717,PASILLAS BANDA DAVID GUILLERMO,SABADO,18,19,EL12,HIBRIDA
Lic. Educacion,8A,IG982,OPTATIVA V,199097,ANTOINE MARVA ESTHER MARINA,SABADO,19,20,EL56,HIBRIDA
Lic. Educacion,8B,IJ163,PRACTICA EDUCATIVA,217556,TORRES FRIAS JOSE DE LA CRUZ,MIERCOLES,18,20,EL110,HIBRIDA
Lic. Educacion,8B,IJ165,OPTATIVA VI,218095,CERDA MARTINEZ DANIEL,VIERNES,8,10,A3,HIBRIDA
Lic. Educacion,8B,IJ163,PRACTICA EDUCATIVA,217556,TORRES FRIAS JOSE DE LA CRUZ,VIERNES,10,12,D11,HIBRIDA
Lic. Educacion,8B,REC01,RECREACION Y APROVECHAMIENTO,,,VIERNES,12,14,AULA-RECREACION-18,
Lic. Educacion,8B,IG981,OPTATIVA IV,217545,PASILLAS BANDA DAVID GUILLERMO,VIERNES,14,16,B1,HIBRIDA
Lic. Educacion,8B,IG982,OPTATIVA V,217552,ANTOINE MARVA ESTHER MARINA,VIERNES,16,18,D15,HIBRIDA
Lic. Educacion,8B,IG982,OPTATIVA V,217552,ANTOINE MARVA ESTHER MARINA,SABADO,16,17,EL42,HIBRIDA
Lic. Educacion,8B,IJ165,OPTATIVA VI,218095,CERDA MARTINEZ DANIEL,SABADO,18,19,EL19,HIBRIDA
Lic. Educacion,8B,IG981,OPTATIVA IV,217545,PASILLAS BANDA DAVID GUILLERMO,SABADO,20,21,EL25,HIBRIDA
Lic. en Gerontologia,1A,I4022,DEMOGRAFIA Y ENVEJECIMIENTO,194758,MIRELES HERNANDEZ MARIA FERNANDA,LUNES,8,10,D10,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,I4007,METODOLOGIA DE LA INVESTIGACION,194767,GONZALEZ MARTINEZ JORGE,LUNES,10,12,C1,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,I4014,TEORIAS DEL ENVEJECIMIENTO,194985,MIRELES HERNANDEZ MARIA FERNANDA,LUNES,12,14,C12,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,I2656,SOCIOLOGIA,194781,OROZCO LOPEZ EFREN,MIERCOLES,8,10,A13,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,I4019,GERONTOLOGIA,194980,MIRELES HERNANDEZ MARIA FERNANDA,MIERCOLES,10,12,CITA3,HIBRIDA
Lic. en Gerontologia,1A,I4006,PSICOLOGIA DEL DESARROLLO,194984,OROZCO COLES ANA PATRICIA,MIERCOLES,12,14,C8,HIBRIDA
Lic. en Gerontologia,1A,REC06,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,14,16,AULA-RECREACION-4,
Lic. en Gerontologia,1A,I4065,INFORMATICA,195014,HERNÁNDEZ MARISCAL RAÚL,MIERCOLES,16,18,A6,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,TUT01,TUTORIAS,,,JUEVES,12,14,EL25,
Lic. en Gerontologia,1A,I4019,GERONTOLOGIA,194980,MIRELES HERNANDEZ MARIA FERNANDA,VIERNES,18,19,EL31,HIBRIDA
Lic. en Gerontologia,1A,I4006,PSICOLOGIA DEL DESARROLLO,194984,OROZCO COLES ANA PATRICIA,VIERNES,20,21,EL10,HIBRIDA
Lic. en Gerontologia,1A,I4000,MORFOLOGIA,195001,ROJAS GUTIERREZ JESSICA JEANNETTE,SABADO,8,11,C5,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,I3999,BIOLOGIA DEL DESARROLLO - ENVEJECIMIENTO,194996,HERNANDEZ ESCOBEDO ERNESTO ALEJANDRO,SABADO,11,14,C2,TOTAL PRESENCIAL
Lic. en Gerontologia,1A,I4007,METODOLOGIA DE LA INVESTIGACION,194767,GONZALEZ MARTINEZ JORGE,SABADO,21,22,EL15,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4076,CALIDAD DE VIDA Y ENVEJECIMIENTO ACTIVO,208864,GARCIA JIMENEZ KARINA,LUNES,8,10,A16,
Lic. en Gerontologia,2A,I3998,GERONTOLOGIA SOCIAL I,199092,GARCIA JIMENEZ KARINA,LUNES,10,12,B13,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4023,METODOLOGIA CUALITATIVA,199094,MACIAS LLAMAS ESTHER,LUNES,12,14,B9,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,REC06,RECREACION Y APROVECHAMIENTO,,,LUNES,14,16,AULA-RECREACION-15,
Lic. en Gerontologia,2A,I4017,PSICOGERONTOLOGIA I,199758,MUÑOZ ANACONA YINETH ALEJANDRA,LUNES,16,18,B4,HIBRIDA
Lic. en Gerontologia,2A,I4002,BIOQUIMICA,199211,GOMEZ GUZMAN ABRIL IVETT PRISCILLA,LUNES,18,19,EL15,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4010,ADMINISTRACION DE SERVICIOS DE SALUD,199113,AGUILAR NAVARRO JOSE LUIS,MIERCOLES,17,18,EL20,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4011,EDUCACION PARA LA SALUD,199215,TOVAR GARCIA JOSE RAYMUNDO,JUEVES,8,10,D10,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4008,BIOESTADISTICA DESCRIPTIVA,199658,CALDERON MAGALLON JOSE PAUL,JUEVES,10,12,D4,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,REC06,RECREACION Y APROVECHAMIENTO,,,JUEVES,12,14,AULA-RECREACION-14,
Lic. en Gerontologia,2A,I4023,METODOLOGIA CUALITATIVA,199094,MACIAS LLAMAS ESTHER,JUEVES,18,19,EL103,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4001,BIO-GERONTOLOGIA ( FISIOLOGIA ),199209,DELGADILLO JAUREGUI PABLO ANTONIO,VIERNES,18,19,EL13,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4017,PSICOGERONTOLOGIA I,199758,MUÑOZ ANACONA YINETH ALEJANDRA,VIERNES,19,20,EL47,HIBRIDA
Lic. en Gerontologia,2A,I4002,BIOQUIMICA,199211,GOMEZ GUZMAN ABRIL IVETT PRISCILLA,SABADO,8,10,A16,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4001,BIO-GERONTOLOGIA ( FISIOLOGIA ),199209,DELGADILLO JAUREGUI PABLO ANTONIO,SABADO,10,12,A12,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4010,ADMINISTRACION DE SERVICIOS DE SALUD,199113,AGUILAR NAVARRO JOSE LUIS,SABADO,12,14,A11,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I4008,BIOESTADISTICA DESCRIPTIVA,199658,CALDERON MAGALLON JOSE PAUL,SABADO,16,18,EL73,TOTAL PRESENCIAL
Lic. en Gerontologia,2A,I3998,GERONTOLOGIA SOCIAL I,199092,GARCIA JIMENEZ KARINA,SABADO,20,21,EL39,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4024,METODOLOGIA CUANTITATIVA,204973,CASTRO GARCIA ANA ROSA,LUNES,8,10,C5,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4027,SERVICIOS GERONTOLOGICOS,205483,MIRELES HERNANDEZ MARIA FERNANDA,LUNES,10,12,B6,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,REC06,RECREACION Y APROVECHAMIENTO,,,LUNES,12,14,AULA-RECREACION-21,
Lic. en Gerontologia,3A,I4018,PSICOGERONTOLOGIA II,205664,GALVEZ ALVAREZ TANIA,LUNES,14,16,D7,HIBRIDA
Lic. en Gerontologia,3A,I4020,GERONTOLOGIA SOCIAL II,204970,MIRELES HERNANDEZ MARIA FERNANDA,MARTES,18,19,EL103,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4029,GERONTAGOGIA I,204969,MIRELES HERNANDEZ MARIA FERNANDA,MIERCOLES,8,10,D13,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4009,BIOESTADISTICA ANALITICA,205067,GARCIA SANCHEZ ANDRES,MIERCOLES,10,12,D14,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4020,GERONTOLOGIA SOCIAL II,204970,MIRELES HERNANDEZ MARIA FERNANDA,MIERCOLES,12,14,B16,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4040,SEXUALIDAD,205733,REYES GOMEZ ERIKA,MIERCOLES,15,16,B5,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4027,SERVICIOS GERONTOLOGICOS,205483,MIRELES HERNANDEZ MARIA FERNANDA,VIERNES,15,16,EL17,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4018,PSICOGERONTOLOGIA II,205664,GALVEZ ALVAREZ TANIA,VIERNES,17,18,EL46,HIBRIDA
Lic. en Gerontologia,3A,I4015,BIO-GERONTOLOGIA (FISIOPATOLOGIA),205732,HERNANDEZ ESCOBEDO ERNESTO ALEJANDRO,VIERNES,18,19,EL10,HIBRIDA
Lic. en Gerontologia,3A,I4069,EMERGENCIAS DEL ADULTO MAYOR,205722,ROJAS GUTIERREZ JESSICA JEANNETTE,VIERNES,19,20,EL13,HIBRIDA
Lic. en Gerontologia,3A,I4015,BIO-GERONTOLOGIA (FISIOPATOLOGIA),205732,HERNANDEZ ESCOBEDO ERNESTO ALEJANDRO,SABADO,8,10,C14,HIBRIDA
Lic. en Gerontologia,3A,I4069,EMERGENCIAS DEL ADULTO MAYOR,205722,ROJAS GUTIERREZ JESSICA JEANNETTE,SABADO,11,12,B14,HIBRIDA
Lic. en Gerontologia,3A,I4024,METODOLOGIA CUANTITATIVA,204973,CASTRO GARCIA ANA ROSA,SABADO,16,17,EL35,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4040,SEXUALIDAD,205733,REYES GOMEZ ERIKA,SABADO,18,19,EL42,TOTAL PRESENCIAL
Lic. en Gerontologia,3A,I4029,GERONTAGOGIA I,204969,MIRELES HERNANDEZ MARIA FERNANDA,SABADO,21,22,EL17,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4025,MODELOS DE INTERVENCION I,208865,GALVEZ ALVAREZ TANIA,LUNES,10,12,B10,HIBRIDA
Lic. en Gerontologia,4A,I4034,VALORACION GERONTOLOGICA I,208869,GALVEZ ALVAREZ TANIA,LUNES,12,14,A12,HIBRIDA
Lic. en Gerontologia,4A,I4045,PSICOTERAPIA PARA EL ADULTO MAYOR I,208867,MORON VERA JOSE ANGEL,LUNES,14,16,A12,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4077,LUDOTERAPIA,212127,MORON VERA JOSE ANGEL,LUNES,14,16,Aula-Espejo 3,
Lic. en Gerontologia,4A,I4043,GERONTAGOGIA II,209310,GARCIA JIMENEZ KARINA,JUEVES,8,10,C9,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,REC06,RECREACION Y APROVECHAMIENTO,,,JUEVES,10,12,AULA-RECREACION-8,
Lic. en Gerontologia,4A,I4021,GERONTOLOGIA SOCIAL III,209311,GARCIA JIMENEZ KARINA,JUEVES,12,14,B4,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4028,GESTION DE LA CALIDAD SERVICIOS GERONTOLOGICOS,209294,GARCIA JIMENEZ KARINA,JUEVES,14,16,C2,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4004,SALUD PUBLICA,209537,ROJAS GUTIERREZ JESSICA JEANNETTE,JUEVES,18,19,EL38,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4028,GESTION DE LA CALIDAD SERVICIOS GERONTOLOGICOS,209294,GARCIA JIMENEZ KARINA,VIERNES,16,17,EL49,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4025,MODELOS DE INTERVENCION I,208865,GALVEZ ALVAREZ TANIA,VIERNES,18,19,EL27,HIBRIDA
Lic. en Gerontologia,4A,I4034,VALORACION GERONTOLOGICA I,208869,GALVEZ ALVAREZ TANIA,VIERNES,20,21,EL41,HIBRIDA
Lic. en Gerontologia,4A,I4003,FARMACOLOGIA,209506,DELGADILLO JAUREGUI PABLO ANTONIO,SABADO,12,14,A14,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4004,SALUD PUBLICA,209537,ROJAS GUTIERREZ JESSICA JEANNETTE,SABADO,14,16,A10,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4003,FARMACOLOGIA,209506,DELGADILLO JAUREGUI PABLO ANTONIO,SABADO,18,19,EL120,TOTAL PRESENCIAL
Lic. en Gerontologia,4A,I4021,GERONTOLOGIA SOCIAL III,209311,GARCIA JIMENEZ KARINA,SABADO,21,22,EL34,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4046,PSICOTERAPIA PARA EL ADULTO MAYOR II,212135,REMIGIO FIGUEROA MARICRUZ,LUNES,8,10,C11,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4049,RECREACION Y TIEMPO LIBRE,211636,GARCIA JIMENEZ KARINA,LUNES,12,14,MOVIL - AULA 3,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4026,MODELOS DE INTERVENCION II,212130,REMIGIO FIGUEROA MARICRUZ,LUNES,14,16,A15,HIBRIDA
Lic. en Gerontologia,5A,I4016,REHABILITACION FISICA I,222563,AMADOR NARANJO GUADALUPE,MIERCOLES,8,10,C15,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4016,REHABILITACION FISICA I,222563,AMADOR NARANJO GUADALUPE,MIERCOLES,10,12,LAB. CIENCIAS CLINICAS,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,REC06,RECREACION Y APROVECHAMIENTO,,,MIERCOLES,12,14,AULA-RECREACION-17,
Lic. en Gerontologia,5A,I4033,PRACTICA GERONTOLOGICA INTERGENERACIONAL,212133,HERNANDEZ MAGAÑA CARMEN ELVIRA,MIERCOLES,14,16,A14,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4047,EDUCACION FISICA Y SALUD,212273,LARIOS SOLANO SERGIO ALFONSO,VIERNES,8,10,MOVIL - AULA 2,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4035,VALORACION GERONTOLOGICA II,212140,REMIGIO FIGUEROA MARICRUZ,VIERNES,10,12,C3,HIBRIDA
Lic. en Gerontologia,5A,I4048,TERAPIA OCUPACIONAL,212139,REMIGIO FIGUEROA MARICRUZ,VIERNES,12,14,B4,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4050,SEMINARIO DE INVESTIGACION I,211811,GARCIA JIMENEZ KARINA,VIERNES,14,16,B4,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4075,ENFERMERIA GERIATRICA,222577,GARCIA CASTAÑEDA ADRIANA,VIERNES,16,18,MOVIL - AULA 1,
Lic. en Gerontologia,5A,I4033,PRACTICA GERONTOLOGICA INTERGENERACIONAL,212133,HERNANDEZ MAGAÑA CARMEN ELVIRA,SABADO,8,16,PRACTICA - AULA 12,TOTAL PRESENCIAL
Lic. en Gerontologia,5A,I4026,MODELOS DE INTERVENCION II,212130,REMIGIO FIGUEROA MARICRUZ,SABADO,18,19,EL13,HIBRIDA
Lic. en Gerontologia,5A,I4035,VALORACION GERONTOLOGICA II,212140,REMIGIO FIGUEROA MARICRUZ,SABADO,19,20,EL11,HIBRIDA
Lic. en Gerontologia,6A,I4055,DESARROLLO PROYECTO EMPRENDEDOR,219475,VIZCAINO ALVARADO LILIANA DEL CARMEN,MIERCOLES,8,10,A3,HIBRIDA
Lic. en Gerontologia,6A,I4051,SEMINARIO DE INVESTIGACION II,217562,GARCIA JIMENEZ KARINA,MIERCOLES,12,14,D5,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,I4030,PRACTICA GERONTOLOGICA EN LA COMUNIDAD,217558,MIRELES HERNANDEZ MARIA FERNANDA,MIERCOLES,14,16,C13,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,I4030,PRACTICA GERONTOLOGICA EN LA COMUNIDAD,217558,MIRELES HERNANDEZ MARIA FERNANDA,JUEVES,9,13,PRACTICA - AULA 13,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,I4036,VALORACION GERONTOLOGICA III,218156,REMIGIO FIGUEROA MARICRUZ,JUEVES,18,19,EL12,HIBRIDA
Lic. en Gerontologia,6A,I4005,EPIDEMIOLOGIA,222578,SALCEDO MORENO EFREN,JUEVES,19,20,EL12,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,I4055,DESARROLLO PROYECTO EMPRENDEDOR,219475,VIZCAINO ALVARADO LILIANA DEL CARMEN,JUEVES,20,22,EL70,HIBRIDA
Lic. en Gerontologia,6A,I4036,VALORACION GERONTOLOGICA III,218156,REMIGIO FIGUEROA MARICRUZ,VIERNES,8,10,D4,HIBRIDA
Lic. en Gerontologia,6A,CL155,FISIATRIA Y REHABILITACION,222581,AMADOR NARANJO GUADALUPE,VIERNES,10,12,MOVIL - AULA 5,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,REC06,RECREACION Y APROVECHAMIENTO,,,VIERNES,10,12,AULA-RECREACION-11,
Lic. en Gerontologia,6A,I4044,GERONTOPROFILAXIS,218094,HERNANDEZ MAGAÑA CARMEN ELVIRA,VIERNES,12,14,B12,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,I4042,ERGONOMIA,218093,REMIGIO FIGUEROA MARICRUZ,VIERNES,14,16,CITA 0,TOTAL PRESENCIAL
Lic. en Gerontologia,6A,I4060,PROCESO COGNITIVO Y DEMENCIA,218097,REMIGIO FIGUEROA MARICRUZ,VIERNES,14,16,Aula-Espejo 1,
Lic. en Gerontologia,6A,I4005,EPIDEMIOLOGIA,222578,SALCEDO MORENO EFREN,SABADO,8,10,ELS2,TOTAL PRESENCIAL
